word,pos,cefr,sense_id,sense_hint,sense_zipf,global_zipf_rank
drag,verb,B2,haul.v.01,draw slowly or heavily,4.177,1113
bear,verb,B1,digest.v.03,put up with something or somebody unpleasant,4.1765,1114
battery,noun,A2,battery.n.02,a device that produces electricity; may have several primary or secondary cells arranged in parallel or series,4.1755,1115
impression,noun,B1,impression.n.01,a vague idea in which some confidence is placed,4.1751,1116
light,adj,A2,light.a.02,(used of color) having a relatively small amount of coloring agent,4.1749,1117
position,noun,A2,position.n.03,a way of regarding situations or topics etc.,4.1747,1118
depressed,adj,B2,depressed.s.01,lower than previously,4.1732,1119
corner,noun,A2,corner.n.01,a place off to the side of an area,4.173,1120
dessert,noun,A2,dessert.n.01,a dish served as the last course of a meal,4.1727,1121
flame,noun,B2,fire.n.03,the process of combustion of inflammable materials producing heat and light and (often) smoke,4.1727,1122
visit,verb,A2,travel_to.v.01,go to certain places as for sightseeing,4.1716,1123
press,noun,B1,press.n.03,a machine used for printing,4.1715,1124
press,noun,B1,imperativeness.n.01,the state of demanding notice or attention,4.1715,1125
fund,noun,B2,fund.n.01,a reserve of money set aside for some purpose,4.1714,1126
intelligence,noun,B1,intelligence.n.01,the ability to comprehend; to understand and profit from experience,4.1704,1127
sacrifice,noun,C1,forfeit.n.03,the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc.,4.1703,1128
robot,noun,B1,automaton.n.02,a mechanism that can move automatically,4.1697,1129
invite,verb,A2,tempt.v.03,give rise to a desire by being attractive or inviting,4.1696,1130
invite,verb,A2,invite.v.02,invite someone to one's house,4.1696,1131
invite,verb,A2,invite.v.04,ask someone in a friendly way to do something,4.1696,1132
political,adj,B1,political.a.01,involving or characteristic of politics or parties or politicians; - Daniel Goleman,4.1694,1133
move,noun,B1,move.n.01,the act of deciding to do something,4.1678,1134
ordinary,adj,A2,ordinary.a.01,not exceptional in any way especially in quality or ability or size or degree,4.1675,1135
nerve,noun,B2,heart.n.03,the courage to carry on,4.167,1136
screw,noun,C1,prison_guard.n.01,someone who guards prisoners,4.1662,1137
press,verb,B1,press.v.01,exert pressure or force to or upon,4.1659,1138
fuel,noun,B1,fuel.n.01,a substance that can be consumed to produce energy,4.165,1139
wrist,noun,B2,wrist.n.01,a joint between the distal end of the radius and the proximal row of carpal bones,4.165,1140
downtown,noun,A2,business_district.n.01,the central area or commercial center of a town or city,4.1644,1141
count,noun,B1,count.n.02,the act of counting; reciting numbers in ascending order,4.1644,1142
pit,noun,C1,pit.n.01,a sizeable hole (usually in the ground),4.1644,1143
race,verb,A2,rush.v.01,move fast,4.1643,1144
claim,verb,B1,claim.v.01,assert or affirm strongly; state to be true or existing,4.1636,1145
swing,noun,C1,swing.n.02,mechanical device used as a plaything to support someone swinging back and forth,4.1632,1146
search,verb,A2,search.v.02,search or seek,4.1624,1147
score,noun,A2,mark.n.01,a number or letter indicating quality (especially of a student's performance),4.1623,1148
angle,noun,B1,angle.n.01,the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians,4.162,1149
drive,noun,A2,drive.n.02,a mechanism by which force or power is transmitted in a machine,4.1617,1150
fear,verb,B1,fear.v.01,be afraid or feel anxious or apprehensive about a possible or probable situation or event,4.1617,1151
sensitive,adj,B2,sensitive.a.01,responsive to physical stimuli,4.1615,1152
rude,adj,A2,ill-mannered.s.01,socially incorrect in behavior,4.161,1153
furniture,noun,A2,furniture.n.01,furnishings that make a room or other area ready for occupancy,4.1608,1154
force,noun,B1,force.n.02,(physics) the influence that produces a change in a physical quantity,4.1604,1155
defend,verb,B2,defend.v.01,argue or speak in defense of,4.1604,1156
impressive,adj,B1,impressive.a.01,making a strong or vivid impression,4.1602,1157
collection,noun,B1,collection.n.01,several things grouped together or considered as a whole,4.1599,1158
soap,noun,A2,soap.n.01,a cleansing agent made from the salts of vegetable or animal fats,4.1596,1159
copy,noun,A2,copy.n.02,a thing made to be similar or identical to another thing,4.158,1160
crash,verb,B2,crash.v.01,fall or come down violently,4.1579,1161
poison,noun,B1,poison.n.01,any substance that causes injury or illness or death of a living organism,4.1577,1162
rise,verb,A2,rise.v.01,move upward,4.1576,1163
original,adj,A2,original.s.01,preceding all others in time or being as first made or performed,4.1574,1164
switch,verb,B1,switch_over.v.01,"change over, change around, as to a new order or sequence",4.1571,1165
dime,noun,B2,dime.n.01,a United States coin worth one tenth of a dollar,4.1566,1166
instance,noun,B2,case.n.01,an occurrence of something,4.1565,1167
approach,verb,B1,approach.v.01,move towards,4.1564,1168
determine,verb,B1,determine.v.01,"establish after a calculation, investigation, experiment, survey, or study",4.1563,1169
trap,noun,B2,trap.n.01,a device in which something (usually an animal) can be caught and penned,4.1559,1170
print,noun,B2,print.n.01,"the text appearing in a book, newspaper, or other printed publication",4.1557,1171
print,noun,B2,print.n.02,a picture or design printed from an engraving,4.1557,1172
temperature,noun,B1,temperature.n.01,the degree of hotness or coldness of a body or environment (corresponding to its molecular activity),4.1543,1173
suffer,verb,B1,suffer.v.02,undergo (as of injuries and illnesses),4.1539,1174
suffer,verb,B1,suffer.v.01,undergo or be subjected to,4.1539,1175
shadow,noun,B2,shadow.n.01,shade within clear boundaries,4.1538,1176
warrior,noun,C1,warrior.n.01,someone engaged in or experienced in warfare,4.1535,1177
bat,noun,B2,bat.n.01,nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical adaptations for echolocation by which they navigate,4.1525,1178
medication,noun,B2,medicine.n.02,(medicine) something that treats or prevents or alleviates the symptoms of disease,4.1523,1179
tool,noun,A2,tool.n.01,an implement used in the practice of a vocation,4.1522,1180
math,noun,A2,mathematics.n.01,a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement,4.1517,1181
pin,noun,B1,pin.n.01,a piece of jewelry that is pinned onto the wearer's garment,4.1517,1182
spirit,noun,B1,spirit.n.02,the general atmosphere of a place or situation and the effect that it has on people,4.1517,1183
electric,adj,A2,electric.a.01,using or providing or producing or transmitting or operated by electricity,4.1511,1184
torture,verb,C1,torment.v.01,torment emotionally or mentally,4.1499,1185
contain,verb,A2,incorporate.v.02,include or contain; have as a component,4.1497,1186
guarantee,verb,B2,guarantee.v.01,give surety or assume responsibility,4.1496,1187
silent,adj,B1,silent.s.01,marked by absence of sound,4.1492,1188
awkward,adj,B2,awkward.s.01,causing inconvenience,4.1492,1189
path,noun,B1,way.n.05,a course of conduct,4.1487,1190
highway,noun,B1,highway.n.01,a major road for any form of motor transport,4.1486,1191
count,verb,A2,count.v.02,"have weight; have import, carry weight",4.1484,1192
sin,noun,C1,sin.n.01,estrangement from god,4.1476,1193
roll,noun,B1,axial_rotation.n.01,rotary motion of an object around its own axis,4.1474,1194
roll,noun,B1,roll.n.02,a list of names,4.1474,1195
trauma,noun,C1,injury.n.01,any physical damage to the body caused by violence or accident or fracture etc.,4.1474,1196
proof,noun,B2,proof.n.01,any factual evidence that helps to establish the truth of something,4.1471,1197
captain,noun,B1,captain.n.01,an officer holding a rank below a major but above a lieutenant,4.147,1198
emotional,adj,B2,emotional.a.01,determined or actuated by emotion rather than reason,4.147,1199
cry,noun,B2,cry.n.01,a loud utterance; often in protest or opposition,4.1464,1200
escape,verb,B1,miss.v.09,fail to experience,4.1462,1201
iron,noun,B1,iron.n.01,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood,4.1454,1202
earn,verb,A2,earn.v.02,acquire or deserve by one's efforts or actions,4.1449,1203
cocktail,noun,C1,cocktail.n.01,a short mixed drink,4.1449,1204
district,noun,B1,district.n.01,a region marked off for administrative or other purposes,4.1443,1205
sale,noun,A2,sale.n.02,the general activity of selling,4.1438,1206
major,adj,A2,major.a.02,greater in scope or effect,4.1438,1207
dismiss,verb,B2,dismiss.v.01,bar from attention or consideration,4.1433,1208
sign,noun,A2,sign.n.02,a public display of a message,4.143,1209
deed,noun,C1,deed.n.01,a legal document signed and sealed and delivered to effect a transfer of property and to show the legal right to possess it,4.143,1210
wide,adj,B1,wide.a.01,having great (or a certain) extent from one side to the other,4.1428,1211
capable,adj,B2,capable.a.01,(usually followed by `of') having capacity or ability,4.1426,1212
anxious,adj,B1,anxious.s.01,eagerly desirous,4.1424,1213
stick,noun,B1,stick.n.03,a lever used by a pilot to control the ailerons and elevators of an airplane,4.1416,1214
wrap,verb,B2,wrap.v.01,arrange or fold as a cover or protection,4.1412,1215
genius,noun,B2,brilliance.n.03,unusual mental ability,4.141,1216
genius,noun,B2,genius.n.01,someone who has exceptional intellectual ability and originality,4.141,1217
starve,verb,B2,starve.v.01,be hungry; go without food,4.1399,1218
competition,noun,A2,competition.n.01,a business relation in which two parties compete to gain customers,4.1394,1219
medicine,noun,A2,medicine.n.01,the branches of medical science that deal with nonsurgical techniques,4.1394,1220
unhappy,adj,B1,unhappy.a.01,experiencing or marked by or causing sadness or sorrow or discontent,4.1389,1221
fear,verb,B1,fear.v.02,be afraid or scared of; be frightened of,4.1382,1222
method,noun,A2,method.n.01,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",4.138,1223
financial,adj,B1,fiscal.a.01,involving financial matters,4.138,1224
urgent,adj,B2,pressing.s.01,compelling immediate action,4.138,1225
channel,noun,B1,channel.n.01,a path over which electrical signals can pass,4.1377,1226
governor,noun,B2,governor.n.01,the head of a state government,4.1367,1227
unit,noun,B1,unit.n.02,an individual or group or structure or other entity regarded as a structural or functional constituent of a whole,4.136,1228
drag,verb,B2,drag.v.01,"pull, as against a resistance",4.1356,1229
ship,verb,B2,transport.v.04,transport commercially,4.1355,1230
fit,noun,C1,fit.n.01,a display of bad temper,4.1352,1231
twin,noun,B1,twin.n.01,either of two offspring born at the same time from the same pregnancy,4.1348,1232
question,verb,A2,question.v.01,"challenge the accuracy, probity, or propriety of",4.1345,1233
happiness,noun,B1,happiness.n.01,state of well-being characterized by emotions ranging from contentment to intense joy,4.1344,1234
worm,noun,B2,worm.n.01,any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae,4.1342,1235
meantime,noun,C1,interim.n.01,"the time between one event, process, or period and another",4.1342,1236
forest,noun,A2,forest.n.01,the trees and other plants in a large densely wooded area,4.1341,1237
fit,verb,A2,suit.v.01,be agreeable or acceptable to,4.133,1238
sight,noun,B1,sight.n.02,anything that is seen,4.1322,1239
sight,noun,B1,sight.n.01,an instance of visual perception,4.1322,1240
border,noun,B1,boundary_line.n.01,a line that indicates a boundary,4.1319,1241
clinic,noun,B2,clinic.n.01,a medical establishment run by a group of medical specialists,4.1316,1242
spell,noun,C1,enchantment.n.02,a psychological state induced by (or as if induced by) a magical incantation,4.1316,1243
mate,noun,B2,mate.n.01,the officer below the master on a commercial ship,4.1313,1244
mercy,noun,C1,clemency.n.02,leniency and compassion shown toward offenders by a person or agency charged with administering justice,4.1312,1245
monitor,verb,B2,monitor.v.01,keep tabs on; keep an eye on; keep under surveillance,4.131,1246
charge,noun,B1,charge.n.03,the price charged for some article or service,4.1307,1247
